QKEY,INTERVIEW_START_W106,INTERVIEW_END_W106,DEVICE_TYPE_W106,LANG_W106,XATTEND_W106,XPRAY_W106,XHOLYBOOK_W106,XASIAN_W106,LIFE2_W106,FTRPER_a_W106,FTRPER_b_W106,FTRGENS_a_W106,FTRGENS_b_W106,FTRGENS_c_W106,CLMSRS1_W106,CLIM1A_W106,ENV6MOD_a_W106,ENV6MOD_b_W106,ENV6MOD_c_W106,ENV6MOD_d_W106,ENV6MOD_e_W106,ENV6MOD_f_W106,SVENERGY_W106,SVREASON_W106,RELPER_W106,SPIRPER_W106,GOD_W106,GODBIBLE_W106,HGHPWR_W106,MISSINGGOD_W106,TYPEGOD_W106,SPECIES_W106,SACREDEARTH1_W106,SACREDEARTH2_a_W106,SACREDEARTH2_b_W106,SACREDEARTH2_c_W106,SACREDEARTH2_d_W106,HUMNTR_a_W106,HUMNTR_b_W106,READBIB_W106,PERSDEC_W106,PERSOE_1_W106,PERSOE_2_W106,PERSOE_3_W106,LITERAL_W106,PRAYFOR_a_W106,PRAYFOR_b_W106,PRAYFOR_c_W106,PRAYFOR_d_W106,PRAYFOR_e_W106,PRAYFOR_f_W106,ENDTIMES_W106,JCRTRNA_W106,JCRTRNCB_W106,JCRTRNC_W106,MEANINGMOD_a_W106,MEANINGMOD_b_W106,MEANINGMOD_c_W106,MEANINGMOD_d_W106,MEANINGMOD_e_W106,MEANINGMOD_f_W106,CONCLM_a_W106,CONCLM_b_W106,CONCLM_c_W106,CONCLMINV_a_W106,CONCLMINV_b_W106,CONCLMINV_c_W106,CONNRGY_a_W106,CONNRGY_b_W106,CONNRGY_c_W106,SERMONCLM_W106,CLRGYCLM_a_W106,CLRGYCLM_b_W106,CLRGYCLM_c_W106,CLRGYCLM_d_W106,MORALISSUE_d_W106,MORALISSUE_e_W106,MORALISSUE_f_W106,MORALISSUE_g_W106,CLMSRS2_a_W106,CLMSRS2_b_W106,CLMSRS2_c_W106,CLMSRS2_d_W106,CLMSRS2_e_W106,GOVWRRY_a_W106,GOVWRRY_b_W106,GOVWRRY_c_W106,CLMWRRY_a_W106,CLMWRRY_b_W106,CLMWRRY_c_W106,CLMWRRY_d_W106,USWRRY_a_W106,USWRRY_b_W106,CLMPOSS_W106,CLMPRI_W106,TALKCLM_a_W106,TALKCLM_b_W106,TALKCLM_c_W106,TALKCLM_d_W106,TALKCLMVAL_a_W106,TALKCLMVAL_b_W106,TALKCLMVAL_c_W106,TALKCLMVAL_d_W106,ENV27MOD_a_W106,ENV27MOD_b_W106,ENV27MOD_d_W106,ENV27MOD_e_W106,ATTACK_WORRY_W106,ATTACK_WORRY2_W106,ASIANDISC3_W106,ASIANDISCJOB_W106,ASIANDISC4_W106,F_METRO,F_CREGION,F_CDIVISION,F_AGECAT,F_GENDER,F_EDUCCAT,F_EDUCCAT2,F_HISP,F_HISP_ORIGIN,F_YEARSINUS,F_RACECMB,F_RACETHNMOD,F_CITIZEN,F_BIRTHPLACE,F_MARITAL,F_RELIG,F_BORN,F_RELIGCAT1,F_ATTEND,F_PARTY_FINAL,F_PARTYLN_FINAL,F_PARTYSUM_FINAL,F_PARTYSUMIDEO_FINAL,F_INC_SDT1,F_REG,F_IDEO,F_INTFREQ,F_VOLSUM,F_INC_TIER2,WEIGHT_W106
106444,2022-04-12T14:40:00Z,2022-04-12T14:48:13Z,2,1,2,1,1,2,3,5,1,2,1,1,1,1,1,2,2,2,1,1,1,2,4,4,1,2,NA,NA,2,2,2,NA,NA,NA,NA,5,5,7,99,NA,NA,NA,3,1,1,2,2,2,1,2,2,NA,NA,5,3,3,2,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,3,NA,NA,NA,NA,NA,1,2,1,2,1,1,1,5,3,1,3,2,1,NA,6,1,1,NA,5,3,1,3,5,5,NA,1,6,NA,1,1,2,4,2,1,5,2,NA,1,1,1,1,1,1,2,2,2,6,2,NA,2,4,9,1,4,1,2,2,0.4798269130921285
106590,2022-04-12T17:08:38Z,2022-04-12T18:31:54Z,2,1,2,1,4,2,3,5,3,3,3,3,2,2,1,2,2,2,1,1,3,3,2,2,1,1,NA,NA,1,2,1,2,1,1,1,1,1,6,1,99,NA,NA,2,1,1,2,2,1,1,2,1,5,2,3,1,2,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,3,NA,NA,NA,NA,NA,2,2,2,4,4,3,4,2,4,2,3,4,4,NA,4,2,2,NA,2,5,3,5,3,3,2,3,5,NA,1,4,9,3,2,1,6,2,NA,1,1,1,1,1,1,12,NA,3,5,4,1,1,2,9,1,3,1,1,3,0.3502989988134677
106885,2022-04-12T16:04:46Z,2022-04-12T16:23:32Z,2,1,1,1,1,2,1,3,1,1,3,2,3,8,1,2,2,2,1,1,3,2,1,1,1,1,NA,NA,1,1,2,NA,NA,NA,NA,1,1,1,1,21,20,NA,2,1,1,1,1,2,1,1,1,3,3,1,3,2,3,1,3,1,3,1,2,NA,2,3,3,1,5,NA,NA,NA,NA,3,3,3,2,NA,NA,NA,NA,NA,2,2,2,2,2,1,2,1,4,NA,1,4,3,4,6,4,2,4,5,5,3,5,3,5,NA,2,5,NA,1,4,9,4,2,1,5,1,1,1,5,3,1,1,1,2,2,2,1,1,NA,1,1,9,1,2,1,2,3,0.2798791196181261
107023,2022-04-12T22:06:32Z,2022-04-13T14:23:37Z,1,1,1,1,1,2,1,3,2,2,3,2,2,1,2,2,2,2,1,1,2,1,2,2,1,1,NA,NA,1,2,1,1,2,2,2,2,2,5,1,99,NA,NA,1,1,1,1,1,2,1,1,1,4,1,1,2,3,2,3,3,2,2,2,NA,NA,NA,2,2,3,4,3,3,4,4,3,1,3,2,NA,NA,NA,NA,NA,2,2,3,3,2,2,3,3,3,1,3,4,4,5,4,1,1,1,1,3,3,3,3,2,1,1,6,NA,1,3,5,3,2,2,4,2,NA,1,2,2,1,1,2,1,1,1,3,2,NA,2,3,3,1,3,2,1,2,0.7527655737096672
107612,2022-04-17T12:03:54Z,2022-04-17T12:21:52Z,2,1,2,1,1,2,3,3,2,2,3,1,1,3,1,2,2,1,1,1,1,3,1,1,1,1,NA,NA,1,99,1,5,3,5,3,1,1,6,1,21,1,NA,2,1,1,1,1,1,1,2,1,5,3,1,2,3,1,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,3,2,NA,NA,NA,NA,NA,1,5,1,4,3,3,4,3,4,NA,2,3,3,NA,5,4,1,NA,4,3,4,4,3,3,2,1,5,NA,1,3,7,4,2,2,3,2,NA,1,2,2,1,1,3,1,99,1,5,2,NA,2,4,6,1,4,2,2,3,0.8732853706169578
107668,2022-04-12T15:18:47Z,2022-04-12T15:29:20Z,2,1,2,1,1,2,3,4,3,4,3,3,2,8,2,2,1,2,2,2,3,3,3,3,1,1,NA,NA,1,2,1,2,1,2,1,2,2,6,1,99,NA,NA,2,1,1,1,2,1,1,2,1,4,1,4,5,4,3,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,3,NA,NA,NA,NA,NA,1,3,1,2,2,2,2,3,4,NA,3,4,4,NA,4,4,4,NA,4,4,2,3,5,5,NA,3,5,NA,2,3,7,3,2,1,5,2,NA,1,1,1,1,1,6,1,2,1,6,1,NA,1,2,6,1,3,1,2,3,0.2611290409157414
108035,2022-04-12T14:37:24Z,2022-04-12T14:48:00Z,2,1,1,1,1,2,3,5,4,2,2,4,4,2,1,1,1,2,1,1,2,1,2,2,1,1,NA,NA,1,1,2,NA,NA,NA,NA,1,5,3,2,NA,NA,NA,2,1,1,1,1,2,1,1,1,3,1,2,5,4,1,2,4,2,2,2,NA,NA,NA,2,2,1,5,NA,NA,NA,NA,1,3,3,2,4,1,4,1,1,1,1,1,4,4,4,4,1,5,3,4,4,4,5,4,1,1,4,1,5,5,5,5,2,1,3,5,NA,1,4,8,3,1,3,1,2,NA,1,2,2,1,1,1,1,1,1,3,4,1,1,1,9,1,1,2,2,3,1.7957689169591373
108348,2022-04-14T17:29:02Z,2022-04-14T17:42:10Z,1,1,1,1,1,2,3,3,3,2,2,2,1,1,1,2,2,2,2,1,2,3,1,1,1,1,NA,NA,1,2,1,1,1,1,2,4,1,3,1,50,1,54,1,1,1,1,1,1,2,1,1,1,1,1,3,3,1,1,1,1,1,1,1,2,2,3,3,3,4,3,5,5,2,2,3,3,1,NA,NA,NA,NA,NA,1,3,3,2,1,3,1,3,3,1,3,3,3,3,3,1,2,2,2,5,3,5,3,3,2,3,5,NA,1,4,8,3,2,2,3,2,NA,1,1,1,1,1,6,1,1,1,2,3,1,1,1,3,1,1,2,2,2,0.5006014982775239
108435,2022-04-15T15:16:16Z,2022-04-15T15:28:43Z,1,1,2,1,1,2,3,3,3,5,4,5,4,8,1,2,2,2,1,1,4,NA,2,2,1,2,NA,NA,2,1,1,2,3,4,3,2,2,5,1,30,NA,NA,2,1,1,2,1,2,1,2,1,4,3,2,4,5,2,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,2,3,4,2,3,2,1,1,2,3,4,3,3,1,4,NA,2,4,4,NA,6,2,3,NA,5,4,5,5,4,3,2,1,5,NA,1,2,3,3,2,1,6,2,NA,1,1,1,1,1,1,2,2,2,4,1,NA,1,1,9,1,2,2,2,3,0.574214857535998
108592,2022-04-12T17:36:28Z,2022-04-12T23:17:19Z,2,1,1,1,1,2,3,3,3,4,2,2,2,1,2,2,2,2,2,2,2,3,1,1,1,1,NA,NA,1,1,1,1,1,1,1,1,1,5,1,3,25,64,1,1,1,1,1,1,1,1,1,3,1,1,3,2,4,2,2,1,2,2,1,NA,NA,2,2,2,5,NA,NA,NA,NA,3,3,3,3,NA,NA,NA,NA,NA,1,2,2,2,2,2,2,3,3,2,3,4,4,5,4,2,2,2,2,2,1,2,3,3,2,1,5,NA,1,2,3,4,2,2,4,2,NA,1,2,2,1,1,3,1,2,1,2,2,NA,2,4,2,1,4,2,1,1,0.8049734105968179
108909,2022-04-12T23:56:11Z,2022-04-13T00:26:43Z,3,1,2,1,1,2,1,3,2,3,2,4,2,8,2,1,1,2,2,2,2,3,2,3,1,1,NA,NA,1,2,1,2,2,3,3,2,2,6,1,20,NA,NA,2,2,1,1,2,2,1,2,1,2,3,4,4,4,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,3,3,NA,NA,NA,NA,NA,3,5,4,4,3,3,3,3,3,NA,2,4,3,NA,4,4,2,NA,5,3,3,4,3,5,NA,4,4,NA,1,2,3,4,2,3,1,2,NA,1,1,1,1,1,5,2,2,2,5,2,NA,2,3,1,99,3,NA,2,1,7.093964370320913
109143,2022-04-12T14:30:39Z,2022-04-12T14:46:31Z,2,1,2,1,1,2,1,3,3,2,3,3,3,8,1,1,1,1,2,2,3,1,2,2,1,1,NA,NA,1,1,2,NA,NA,NA,NA,1,1,6,1,3,20,NA,2,2,1,1,2,2,2,2,2,NA,NA,3,5,1,2,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,1,1,2,1,1,1,1,3,3,NA,3,5,5,NA,5,4,4,NA,4,3,3,3,3,5,NA,1,6,NA,1,3,5,2,2,3,2,2,NA,1,1,1,1,1,1,1,2,1,5,1,NA,1,1,6,1,2,1,1,2,0.5141238667437282
109188,2022-04-14T22:51:20Z,2022-04-15T00:15:06Z,1,1,1,1,1,2,3,3,1,3,1,2,1,1,1,2,2,2,1,1,1,3,2,2,1,2,NA,NA,2,2,1,3,1,1,1,1,1,3,1,24,4,NA,2,1,1,2,2,1,1,2,2,NA,NA,2,2,1,1,2,1,1,1,2,1,2,NA,1,3,1,3,1,5,5,1,1,2,2,1,NA,NA,NA,NA,NA,2,5,2,1,1,1,1,2,3,2,3,3,3,5,3,2,1,4,4,1,2,2,2,1,2,1,2,NA,1,2,3,4,2,1,6,2,NA,1,1,1,1,1,3,2,2,2,3,3,2,2,3,5,1,3,1,2,2,0.2066859504630644
109299,2022-04-13T08:43:50Z,2022-04-13T09:01:23Z,1,1,2,1,4,2,2,1,5,1,5,5,5,2,2,2,1,2,1,1,5,NA,3,1,1,2,NA,NA,2,2,2,NA,NA,NA,NA,3,3,6,1,60,29,NA,2,1,1,2,2,2,1,2,2,NA,NA,3,2,4,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,2,5,3,5,4,1,1,2,1,3,3,2,3,1,5,3,NA,4,4,NA,6,2,2,NA,5,5,3,5,5,5,NA,4,5,NA,1,4,9,4,1,2,4,2,NA,1,4,4,1,1,1,7,NA,4,5,4,1,1,2,6,1,3,4,2,2,0.3150649492554072
110041,2022-04-12T16:55:46Z,2022-04-12T17:08:45Z,1,1,2,2,1,2,3,2,4,2,2,3,4,2,1,2,2,1,2,2,3,1,3,3,1,2,NA,NA,2,1,2,NA,NA,NA,NA,2,4,7,2,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,2,1,4,3,4,5,3,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,3,5,4,4,2,2,1,1,1,4,4,4,3,2,4,3,4,5,5,NA,6,3,3,NA,5,4,3,5,4,5,NA,3,5,NA,1,3,5,4,1,1,6,2,NA,1,1,1,1,1,1,2,2,2,5,1,NA,1,1,9,1,2,2,1,3,0.24188469128908147
110129,2022-04-12T15:02:29Z,2022-04-12T15:15:14Z,2,1,1,1,1,2,2,5,2,1,2,2,2,8,1,2,2,2,2,2,1,3,2,1,1,1,NA,NA,1,1,1,1,5,2,5,2,1,3,1,20,3,23,1,1,1,1,1,1,1,1,1,3,1,1,1,2,2,1,2,1,1,1,1,2,2,1,3,1,3,3,5,5,1,3,3,3,2,NA,NA,NA,NA,NA,2,2,2,3,2,1,1,3,3,NA,3,4,3,4,6,2,2,2,5,3,3,3,3,3,2,1,5,NA,1,2,4,4,2,1,5,2,NA,1,1,1,1,1,1,1,1,1,2,1,NA,1,1,4,1,2,2,1,2,0.34046609695426444
111646,2022-04-14T13:00:26Z,2022-04-14T13:33:51Z,2,1,1,1,1,2,3,3,2,3,2,2,1,1,1,2,2,2,2,1,2,3,1,1,1,1,NA,NA,1,1,1,2,1,1,1,1,1,2,1,3,20,NA,2,1,1,2,1,1,1,1,1,4,1,1,2,2,3,1,2,1,1,1,1,1,2,3,3,1,3,1,4,4,2,99,3,3,2,NA,NA,NA,NA,NA,3,3,2,3,1,1,1,4,3,2,3,2,2,3,3,1,1,1,1,2,1,2,2,4,2,3,5,NA,1,4,8,4,2,1,5,2,NA,1,1,1,1,1,1,3,2,4,2,2,NA,2,3,9,1,3,2,1,3,0.3569395723320068
111665,2022-04-12T14:50:43Z,2022-04-12T15:10:25Z,1,1,2,1,1,2,1,3,1,2,2,1,1,1,2,2,2,1,1,2,2,3,2,1,1,1,NA,NA,1,1,1,3,2,2,2,2,1,3,1,50,NA,NA,2,1,1,1,1,1,1,2,2,NA,NA,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,3,4,5,2,1,1,1,4,2,2,1,2,2,NA,2,1,1,NA,1,2,1,2,4,5,NA,3,2,NA,1,4,9,4,2,2,3,1,1,1,1,3,1,1,1,2,1,2,4,2,NA,2,3,5,1,3,NA,1,2,2.8750116122492666
111927,2022-04-12T14:37:15Z,2022-04-12T14:52:07Z,2,1,2,1,4,2,2,3,2,2,2,2,3,2,1,1,2,2,1,1,2,3,2,1,1,2,NA,NA,2,2,1,1,1,1,2,2,1,6,1,4,NA,NA,2,1,1,1,2,1,1,2,1,4,3,2,2,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,3,NA,NA,NA,NA,NA,1,1,3,2,2,1,2,1,1,2,4,3,3,NA,3,2,2,NA,2,4,5,5,3,4,2,3,5,NA,1,2,3,4,2,3,2,2,NA,1,1,1,1,1,2,12,NA,3,4,4,99,9,9,1,1,2,1,2,1,0.7376836828458753
112238,2022-04-12T20:53:24Z,2022-04-14T11:15:36Z,2,1,2,1,4,2,1,3,2,1,1,1,3,2,1,1,2,2,2,1,3,1,2,2,1,1,NA,NA,1,2,1,2,1,1,1,2,1,6,1,97,NA,NA,2,1,1,2,2,1,1,2,1,3,3,2,3,3,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,1,1,NA,NA,NA,NA,NA,1,3,3,3,1,1,3,3,3,2,2,4,4,NA,4,2,2,NA,2,4,2,3,3,4,2,3,5,NA,1,4,8,4,2,3,2,2,NA,1,1,1,1,1,2,12,NA,3,5,1,NA,1,1,7,1,2,2,2,2,0.8934771982529733
112371,2022-04-12T15:07:26Z,2022-04-12T15:36:03Z,2,1,2,1,1,2,3,2,5,3,5,4,4,3,2,2,2,2,2,2,4,NA,2,2,1,1,NA,NA,1,2,99,NA,NA,NA,NA,3,3,6,2,NA,NA,NA,2,1,1,2,2,2,1,1,1,3,3,4,5,5,4,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,3,2,2,3,3,1,1,1,1,1,99,1,1,1,5,NA,4,5,4,NA,5,4,4,NA,5,5,5,5,5,3,1,1,5,NA,1,1,2,3,2,2,3,1,3,99,99,3,1,99,1,2,2,2,4,3,1,1,1,1,1,2,3,2,1,0.46581166817647324
112517,2022-04-15T08:43:24Z,2022-04-15T08:54:38Z,2,1,1,1,1,2,1,5,2,2,1,2,4,2,1,2,2,2,1,2,2,1,2,1,1,1,NA,NA,1,1,2,NA,NA,NA,NA,3,1,3,1,20,1,NA,2,1,1,1,1,2,1,1,1,3,3,1,2,2,1,1,2,1,1,1,2,2,2,3,2,1,5,NA,NA,NA,NA,3,3,3,2,5,1,2,2,1,1,1,1,3,2,1,3,2,1,2,3,5,4,5,4,4,2,4,4,5,1,5,3,5,NA,1,5,NA,1,2,3,3,2,1,6,2,NA,1,1,1,1,1,1,1,1,1,2,3,1,1,1,7,1,2,1,2,2,0.253497768850119
112613,2022-04-15T22:17:02Z,2022-04-15T22:25:44Z,1,1,2,1,1,2,3,1,3,3,2,3,3,2,2,2,2,2,2,2,4,NA,2,2,1,1,NA,NA,1,2,1,2,4,2,3,2,2,5,2,NA,NA,NA,2,1,1,2,2,2,2,1,1,3,3,3,5,3,4,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,3,NA,NA,NA,NA,NA,2,3,3,3,2,1,2,4,4,1,3,4,5,NA,6,4,4,NA,5,5,3,5,5,5,NA,4,5,NA,1,3,5,4,2,1,6,2,NA,1,1,1,1,1,6,1,2,1,4,1,NA,1,1,99,1,2,3,1,99,0.24968911079111325
112984,2022-04-12T23:32:07Z,2022-04-12T23:53:21Z,2,1,2,2,4,2,2,2,1,3,1,1,1,1,1,99,2,99,99,99,2,3,3,1,99,NA,NA,2,2,2,1,99,2,1,1,5,1,6,99,NA,NA,NA,99,NA,NA,NA,NA,NA,NA,2,99,NA,NA,4,3,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,3,NA,NA,NA,NA,NA,1,3,1,1,1,1,1,5,2,2,3,2,3,NA,2,1,1,NA,1,2,1,1,99,4,2,3,2,NA,1,3,5,3,2,1,5,2,NA,1,1,1,1,1,1,10,NA,3,5,2,NA,2,4,8,1,5,3,2,3,0.27666835823031216
113274,2022-04-12T20:37:35Z,2022-04-12T20:42:00Z,2,1,2,1,1,1,2,3,3,1,2,3,2,1,2,2,2,2,1,2,2,2,2,2,1,1,NA,NA,1,1,1,2,1,2,2,1,1,2,1,99,NA,NA,2,2,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,2,2,1,NA,1,2,2,NA,4,2,2,2,2,1,1,1,2,4,1,1,1,3,1,1,5,2,NA,1,3,5,1,1,6,1,2,1,4,3,2,2,3,2,1,3,1,2,1,0.24304594501894836
113412,2022-04-12T16:13:05Z,2022-04-12T16:23:05Z,1,1,2,1,4,2,2,2,3,4,3,4,3,2,2,2,2,2,1,2,1,3,2,1,1,1,NA,NA,1,1,1,1,1,2,1,2,1,3,1,99,NA,NA,2,1,1,1,2,1,1,2,1,4,3,2,3,3,2,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,2,NA,NA,NA,NA,NA,1,1,2,1,1,1,1,1,3,3,3,2,2,NA,4,1,1,NA,5,5,5,5,5,4,2,4,5,NA,1,3,7,4,2,2,3,2,NA,1,1,1,1,1,1,12,NA,3,6,1,NA,1,1,3,1,2,2,2,2,0.43609079645698556
113565,2022-04-12T22:15:09Z,2022-04-12T22:31:43Z,2,1,1,1,1,2,2,2,5,3,3,4,3,1,1,2,1,2,1,1,5,NA,1,1,1,1,NA,NA,1,1,2,NA,NA,NA,NA,2,5,2,2,NA,NA,NA,2,1,1,2,2,2,1,1,1,3,1,1,3,5,1,2,3,1,2,2,1,NA,NA,2,2,2,5,NA,NA,NA,NA,3,1,3,2,NA,NA,NA,NA,NA,1,1,1,2,1,3,1,1,4,1,4,2,4,2,2,4,2,4,2,5,5,5,4,4,2,3,5,NA,2,3,6,3,1,2,3,2,NA,1,1,1,1,1,1,1,1,1,2,2,NA,2,3,6,1,2,3,1,2,0.37718213008287216
114197,2022-04-13T11:24:17Z,2022-04-13T11:35:42Z,2,1,2,1,1,2,2,1,4,1,2,3,3,8,1,2,2,2,2,2,2,1,3,2,1,1,NA,NA,1,1,1,2,1,1,1,1,1,7,2,NA,NA,NA,2,1,1,1,2,2,2,2,2,NA,NA,5,5,3,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,3,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,3,5,NA,3,4,4,NA,5,2,2,NA,2,5,4,5,5,5,NA,4,5,NA,1,1,2,3,2,1,5,2,NA,1,1,1,1,1,5,2,2,2,6,1,NA,1,2,3,1,3,1,2,2,0.486616681147447
114473,2022-04-12T23:49:51Z,2022-04-13T00:08:16Z,2,1,1,1,1,2,1,2,1,2,1,1,3,1,1,2,2,2,1,1,2,1,2,1,1,1,NA,NA,1,2,1,1,2,2,2,2,1,2,1,20,21,3,2,1,1,1,1,1,1,1,99,NA,NA,1,1,2,3,2,2,1,1,1,1,2,2,1,2,1,5,NA,NA,NA,NA,2,3,3,2,NA,NA,NA,NA,NA,2,5,2,2,1,3,2,3,4,1,2,3,4,4,3,1,1,4,1,4,2,5,4,3,2,1,3,NA,1,1,2,4,2,1,6,2,NA,1,99,99,1,1,6,1,1,1,1,1,NA,1,1,1,1,2,3,1,1,0.3922199504876507
114671,2022-04-12T21:33:30Z,2022-04-12T21:44:58Z,2,1,2,1,1,2,2,1,5,1,5,5,5,2,2,2,2,2,2,2,5,NA,2,1,1,2,NA,NA,2,1,2,NA,NA,NA,NA,1,5,7,2,NA,NA,NA,3,2,2,2,2,2,2,2,2,NA,NA,1,1,1,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,3,5,1,5,1,1,1,1,1,3,3,3,3,1,5,3,NA,3,3,NA,6,3,3,NA,5,5,5,5,5,5,NA,4,5,NA,1,4,8,4,1,1,6,2,NA,1,1,1,1,1,1,1,2,1,4,3,1,1,1,9,3,2,2,2,3,0.5507998434802908
115295,2022-04-13T12:01:51Z,2022-04-13T12:35:28Z,1,1,1,1,1,2,3,2,4,1,1,1,2,1,1,2,2,2,1,2,4,NA,3,3,1,1,NA,NA,1,2,1,1,1,1,1,1,1,3,1,99,NA,NA,1,2,1,2,2,2,2,1,1,3,1,1,2,5,3,1,1,1,3,99,2,NA,NA,3,3,3,4,5,5,5,1,3,3,3,2,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,2,2,3,4,4,5,5,1,4,4,2,5,5,5,3,5,NA,2,5,NA,1,4,9,4,1,2,4,2,NA,1,4,4,1,1,6,1,1,1,2,4,1,1,1,7,1,2,2,2,2,0.2688119219151859
115546,2022-04-12T14:39:29Z,2022-04-12T15:09:40Z,2,1,2,2,4,2,3,4,4,3,4,5,2,1,1,2,2,2,1,1,3,3,4,3,2,NA,1,NA,2,2,1,5,1,2,1,5,5,7,2,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,2,3,NA,NA,5,3,4,3,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,3,NA,NA,NA,NA,NA,2,4,2,4,2,3,2,1,4,1,3,3,4,NA,4,2,2,NA,4,5,3,5,5,5,NA,3,5,NA,2,4,8,3,1,1,5,2,NA,1,1,1,1,1,1,10,NA,3,6,3,1,1,2,9,1,3,1,2,3,0.4307355115050345
116151,2022-04-13T11:38:49Z,2022-04-13T12:19:37Z,2,1,1,1,1,2,3,1,2,1,3,2,5,2,2,1,2,2,1,1,3,1,1,1,1,1,NA,NA,1,1,2,NA,NA,NA,NA,1,2,1,1,30,3,20,1,1,1,1,1,99,1,1,99,NA,NA,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,4,3,3,3,2,2,3,3,2,3,2,4,4,1,1,1,2,4,3,3,3,1,4,3,NA,5,5,5,6,2,3,99,5,5,4,5,3,4,2,1,5,NA,1,4,8,4,2,3,1,2,NA,1,1,1,1,1,1,1,1,1,2,1,NA,1,1,1,1,1,5,1,1,2.09455202915854
116182,2022-04-12T14:38:47Z,2022-04-12T14:46:26Z,2,1,2,1,4,2,2,2,2,1,1,1,3,2,2,2,2,2,2,2,2,3,3,3,1,1,NA,NA,1,2,2,NA,NA,NA,NA,3,2,7,2,NA,NA,NA,2,1,1,1,2,1,1,2,2,NA,NA,4,4,2,3,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,2,NA,NA,NA,NA,NA,2,4,3,3,3,3,2,2,4,1,3,4,4,NA,5,2,2,NA,2,5,4,5,4,5,NA,1,3,NA,1,4,8,4,1,2,3,2,NA,1,1,1,1,1,1,12,NA,3,5,1,NA,1,1,9,1,2,1,2,3,0.283320503817123
116264,2022-04-14T16:25:24Z,2022-04-14T16:35:32Z,1,1,1,1,1,2,1,1,1,1,2,1,1,1,2,2,1,2,2,2,1,3,2,2,1,1,NA,NA,1,2,1,2,2,1,2,1,1,6,2,NA,NA,NA,2,1,1,1,1,2,1,1,1,3,1,2,3,2,2,1,2,1,3,1,2,NA,2,1,2,1,4,3,5,5,1,2,3,3,2,NA,NA,NA,NA,NA,2,3,2,2,1,3,2,3,3,2,3,4,4,5,5,2,2,4,5,3,3,4,4,3,2,1,5,NA,1,1,2,4,2,1,6,2,NA,1,1,1,1,1,1,2,2,2,3,1,NA,1,1,2,1,2,2,1,2,0.8053469797834216
